date,hour,power,head,volume,flow,price
2024-04-09,0,5.089325428009033,74.74250793457031,342744.8125,8.948976516723633,48.59
2024-04-09,1,0.0,74.74250793457031,342744.8125,0.0,38.15
2024-04-09,2,4.398940086364746,72.78233337402344,370487.34375,7.706262588500977,38.54
2024-04-09,3,4.255770683288574,70.78888702392578,397782.3125,7.581933975219727,41.84
2024-04-09,4,5.184944152832031,68.0364990234375,433575.375,9.942522048950195,41.1
2024-04-09,5,4.852173328399658,65.22407531738281,467292.65625,9.365911483764648,58.65
2024-04-09,6,3.8407301902770996,62.85649871826172,493071.75,7.160856246948242,63.05
2024-04-09,7,4.468101978302002,59.5908317565918,524572.25,8.750143051147461,46.47
2024-04-09,8,-3.780723810195923,62.43114471435547,497439.375,-7.536910057067871,32.52
2024-04-09,9,-4.064675331115723,65.06140899658203,469142.8125,-7.860152244567871,27.12
2024-04-09,10,-4.835607051849365,67.85916137695312,435793.21875,-9.263777732849121,17.48
2024-04-09,11,-4.979077339172363,70.3941650390625,403061.28125,-9.092207908630371,4.08
2024-04-09,12,-5.232397556304932,72.81135559082031,370082.8125,-9.160689353942871,4.28
2024-04-09,13,-5.277342319488525,75.0546875,338252.1875,-8.841841697692871,19.69
2024-04-09,14,-5.844162940979004,77.36485290527344,304399.625,-9.403487205505371,13.22
2024-04-09,15,-5.571490287780762,79.41605377197266,273424.15625,-8.604292869567871,22.92
2024-04-09,16,5.720480918884277,77.0374755859375,309262.125,9.954996109008789,41.91
2024-04-09,17,5.639632225036621,74.52096557617188,345921.03125,10.18303108215332,57.73
2024-04-09,18,5.0670166015625,72.1597671508789,379118.875,9.221620559692383,53.42
2024-04-09,19,3.749141216278076,70.41448974609375,402790.59375,6.575479507446289,48.34
2024-04-09,20,5.136307716369629,67.65874481201172,438285.625,9.85972785949707,40.43
2024-04-09,21,-4.302742958068848,69.81593322753906,410711.53125,-7.659468650817871,25.0
2024-04-09,22,0.0,69.81593322753906,410711.53125,0.0,25.84
2024-04-09,23,-5.782874584197998,72.53187561035156,373970.875,-10.205733299255371,6.65
2024-07-09,0,-5.374842643737793,78.95316314697266,280493.46875,-8.343062400817871,53.14
2024-07-09,1,-6.958095550537109,81.3285140991211,243696.578125,-10.221358299255371,41.26
2024-07-09,2,-7.200732231140137,83.59803771972656,207293.4375,-10.111983299255371,38.7
2024-07-09,3,-6.326470375061035,85.49626159667969,176014.3125,-8.688643455505371,49.9
2024-07-09,4,4.64129638671875,84.0194091796875,200406.140625,6.775506973266602,58.21
2024-07-09,5,6.136434555053711,81.81462097167969,236002.265625,9.887811660766602,75.38
2024-07-09,6,5.971874237060547,79.502685546875,272095.75,10.025964736938477,75.58
2024-07-09,7,0.0,79.502685546875,272095.75,0.0,59.81
2024-07-09,8,-6.232333183288574,81.63038635253906,238925.21875,-9.214034080505371,46.63
2024-07-09,9,-6.86387300491333,83.79059600830078,204150.6875,-9.659590721130371,33.71
2024-07-09,10,-6.908239841461182,85.83113861083984,170443.15625,-9.363204002380371,21.95
2024-07-09,11,-7.2133708000183105,87.86503601074219,136589.71875,-9.403731346130371,7.32
2024-07-09,12,-7.930232524871826,90.07608795166016,100789.5078125,-9.944502830505371,5.31
2024-07-09,13,-8.129411697387695,92.46065521240234,65253.84765625,-9.871016502380371,12.12
2024-07-09,14,0.0,92.46065521240234,65253.84765625,0.0,46.43
