hour,p_T,p_P,p_total,q,h,v_low,price,solution_time,mode,p_sim,q_sim,h_sim,v_low_sim,mode_sim,date,solution_time_seconds,opt_objective,sim_profit,si_penalty,vol_penalty,op_cost
0,0.0,0.0,0.0,0.0,77.0,310351.0483917608,2.299999952316284,301.46647119522095,Idle,0.0,0.0,76.95196533203125,310528.5,Idle,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
1,0.0,0.0,0.0,0.0,77.0,310351.0483917608,0.18000000715255737,301.46647119522095,Idle,0.0,0.0,76.95196533203125,310528.5,Idle,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
2,0.0,0.0,0.0,0.0,77.0,310351.0483917609,1.7200000286102295,301.46647119522095,Idle,0.0,0.0,76.95196533203125,310528.5,Idle,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
3,0.0,0.0,0.0,0.0,77.0,310351.04839176533,2.1700000762939453,301.46647119522095,Idle,0.0,0.0,76.95196533203125,310528.5,Idle,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
4,0.0,0.0,0.0,0.0,77.0,310351.0483917674,12.130000114440918,301.46647119522095,Idle,0.0,0.0,76.95196533203125,310528.5,Idle,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
5,2.9557868855412046,0.0,2.9557868855412046,4.950740294484291,75.82039743588507,328173.7134519109,19.719999313354492,301.46647119522095,Turbine,2.955787,4.8715324,75.75750732421875,310528.5,Turbine,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
6,3.824074273368945,0.0,3.824074273368945,6.6357268634151865,74.14874747883019,352062.3301602056,31.229999542236328,301.46647119522095,Turbine,3.8240743,6.567852,74.11534118652344,328066.03,Turbine,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
7,2.8038864410461843,0.0,2.8038864410461843,4.821115361766651,72.93137317725822,369418.34546256554,23.209999084472656,301.46647119522095,Turbine,2.8038864,4.784794,72.89356994628906,351710.3,Turbine,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
8,0.0,0.0,0.0,0.0,72.93137317725822,369418.34546256554,0.8899999856948853,301.46647119522095,Idle,0.0,0.0,72.89356994628906,368935.56,Idle,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
9,0.0,0.0,0.0,0.0,72.93137317725822,369418.34546256554,-7.820000171661377,301.46647119522095,Idle,0.0,0.0,72.89356994628906,368935.56,Idle,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
10,0.0,0.0,0.0,0.0,72.93137317725807,369418.34546256764,-11.170000076293945,301.46647119522095,Idle,0.0,0.0,72.89356994628906,368935.56,Idle,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
11,0.0,-4.98796943293658,-4.98796943293658,-8.238489527575231,75.0116647036082,339759.7831632971,-25.790000915527344,301.46647119522095,Pump,-4.9879694,-7.985344,74.92031860351562,368935.56,Pump,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
12,0.0,-5.343730016338031,-5.343730016338031,-8.3900976807464,77.05265832621173,309555.4315126098,-38.84000015258789,301.46647119522095,Pump,-5.34373,-8.280571,76.96211242675781,340188.3,Pump,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
13,0.0,-5.79669291764152,-5.79669291764152,-8.657821775974137,79.11553946299105,278387.2731191028,-42.220001220703125,301.46647119522095,Pump,-5.796693,-8.655876,79.0369644165039,310378.25,Pump,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
14,0.0,-6.828893043452018,-6.828893043452018,-9.63897314335268,81.3098617273239,243686.96980303316,-50.0,301.46647119522095,Pump,-6.828893,-9.642082,81.27719116210938,279217.1,Pump,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
15,0.0,-5.779018285621316,-5.779018285621316,-8.043868293432723,83.11165209514498,214729.04394667537,-27.8799991607666,301.46647119522095,Pump,-5.7790184,-8.032829,83.08747100830078,244505.6,Pump,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
16,0.0,0.0,0.0,0.0,83.111652095145,214729.04394667537,-2.380000114440918,301.46647119522095,Idle,0.0,0.0,83.08747100830078,215587.4,Idle,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
17,4.53026109961015,0.0,4.53026109961015,7.109175500896235,81.52041118931709,240322.07574990194,38.040000915527344,301.46647119522095,Turbine,4.530261,7.148941,81.47882080078125,215587.4,Turbine,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
18,6.645851313629173,0.0,6.645851313629173,12.011203538330776,78.77302037675655,283562.4084878927,61.06999969482422,301.46647119522095,Turbine,6.568727,11.948204,78.70018005371094,241323.6,Turbine,2024-07-04,301.46647119522095,1627.713597020773,1581.647216796875,40.739166259765625,0.0,1388.1966552734375
