hour,p_T,p_P,p_total,q,h,v_low,price,solution_time,mode,p_sim,q_sim,h_sim,v_low_sim,mode_sim,date,solution_time_seconds,opt_objective,sim_profit,si_penalty,vol_penalty,op_cost
0,6.430645378151261,0.0,6.430645378151261,11.991455955864254,77.0,310351.0483917608,62.84000015258789,301.39028906822205,Turbine,6.3481526,11.832603,74.01579284667969,310528.5,Turbine,2024-08-03,301.39028906822205,2034.5287522560845,1772.849609375,10.367698669433594,250.13308715820312,1249.723388671875
1,2.9557868855438967,0.0,2.9557868855438967,4.950740294488867,75.82039743588442,328173.71345192066,54.97999954223633,301.39028906822205,Turbine,2.955787,4.8715324,72.76969909667969,353125.88,Turbine,2024-08-03,301.39028906822205,2034.5287522560845,1772.849609375,10.367698669433594,250.13308715820312,1249.723388671875
2,2.8854129788106655,0.0,2.8854129788106655,4.909942460187857,74.58452331593222,345849.5063085968,52.119998931884766,301.39028906822205,Turbine,2.885413,4.829464,71.50830078125,370663.4,Turbine,2024-08-03,301.39028906822205,2034.5287522560845,1772.849609375,10.367698669433594,250.13308715820312,1249.723388671875
3,2.8690930692365297,0.0,2.8690930692365297,4.918112235552073,73.3426564451893,363554.7103565844,58.81999969482422,301.39028906822205,Turbine,2.8690932,4.8746147,70.2032699584961,388049.47,Turbine,2024-08-03,301.39028906822205,2034.5287522560845,1772.849609375,10.367698669433594,250.13308715820312,1249.723388671875
4,2.9973717681873904,0.0,2.9973717681873904,5.168704096784651,72.05358425374922,382162.0451050092,60.380001068115234,301.39028906822205,Turbine,2.9973717,5.1708527,68.77532196044922,405598.1,Turbine,2024-08-03,301.39028906822205,2034.5287522560845,1772.849609375,10.367698669433594,250.13308715820312,1249.723388671875
5,2.791349833091113,0.0,2.791349833091113,4.864106224196675,70.68861980045385,399672.82751211734,57.689998626708984,301.39028906822205,Turbine,2.79135,4.877884,67.37620544433594,424213.16,Turbine,2024-08-03,301.39028906822205,2034.5287522560845,1772.849609375,10.367698669433594,250.13308715820312,1249.723388671875
6,2.5902918265974093,0.0,2.5902918265974093,4.56555975726382,69.40174163994087,416108.8426382672,53.400001525878906,301.39028906822205,Turbine,2.5902917,4.5835342,66.00326538085938,441773.53,Turbine,2024-08-03,301.39028906822205,2034.5287522560845,1772.849609375,10.367698669433594,250.13308715820312,1249.723388671875
7,0.0,0.0,0.0,0.0,69.4017416399409,416108.84263826674,41.689998626708984,301.39028906822205,Idle,0.0,0.0,66.00326538085938,458274.25,Idle,2024-08-03,301.39028906822205,2034.5287522560845,1772.849609375,10.367698669433594,250.13308715820312,1249.723388671875
8,0.0,0.0,0.0,0.0,69.40174163994087,416108.842638267,32.439998626708984,301.39028906822205,Idle,0.0,0.0,66.00326538085938,458274.25,Idle,2024-08-03,301.39028906822205,2034.5287522560845,1772.849609375,10.367698669433594,250.13308715820312,1249.723388671875
9,0.0,-4.825216298174163,-4.825216298174163,-8.3114929340449,71.7444727193147,386187.46807570534,20.360000610351562,301.39028906822205,Pump,-4.8252163,-8.173332,68.41130065917969,458274.25,Pump,2024-08-03,301.39028906822205,2034.5287522560845,1772.849609375,10.367698669433594,250.13308715820312,1249.723388671875
