0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"{'mode': 'pump', 'power': -6.77, 'head': 76.96, 'flow': -10.350897438251971, 'v_low_TA': <function <lambda> at 0x0000012014659BC0>, 'q_TA': <function <lambda> at 0x000001201471E5C0>}","{'mode': 'pump', 'power': -7.01, 'head': 79.39, 'flow': -10.210092696716096, 'v_low_TA': <function <lambda> at 0x00000120137587C0>, 'q_TA': <function <lambda> at 0x0000012014711EE0>}","{'mode': 'pump', 'power': -7.32, 'head': 81.82, 'flow': -10.166655552833817, 'v_low_TA': <function <lambda> at 0x00000120146D44A0>, 'q_TA': <function <lambda> at 0x00000120146FDF80>}","{'mode': 'pump', 'power': -7.63, 'head': 84.25, 'flow': -10.1392527121124, 'v_low_TA': <function <lambda> at 0x00000120146D4400>, 'q_TA': <function <lambda> at 0x00000120146ECE00>}","{'mode': 'pump', 'power': -7.95, 'head': 86.67, 'flow': -10.152632863272098, 'v_low_TA': <function <lambda> at 0x00000120146D5440>, 'q_TA': <function <lambda> at 0x00000120146DE5C0>}","{'mode': 'pump', 'power': -8.26, 'head': 89.12, 'flow': -10.182371214505338, 'v_low_TA': <function <lambda> at 0x00000120146D5580>, 'q_TA': <function <lambda> at 0x00000120146D5A80>}","{'mode': 'pump', 'power': -8.19, 'head': 91.47, 'flow': -9.77550934929358, 'v_low_TA': <function <lambda> at 0x00000120146DD4E0>, 'q_TA': <function <lambda> at 0x0000012014BA9E40>}","{'mode': 'turbine', 'power': 4.27, 'head': 90.13, 'flow': 5.584196319043907, 'v_low_TA': <function <lambda> at 0x00000120146DD8A0>, 'q_TA': <function <lambda> at 0x00000120147367A0>}","{'mode': 'turbine', 'power': 4.11, 'head': 88.82, 'flow': 5.508726518830557, 'v_low_TA': <function <lambda> at 0x00000120146DC4A0>, 'q_TA': <function <lambda> at 0x00000120145C5300>}","{'mode': 'turbine', 'power': 4.43, 'head': 87.34, 'flow': 6.183611244661043, 'v_low_TA': <function <lambda> at 0x00000120146EC5E0>, 'q_TA': <function <lambda> at 0x00000120147A1F80>}","{'mode': 'turbine', 'power': 4.23, 'head': 85.89, 'flow': 6.0530921337044905, 'v_low_TA': <function <lambda> at 0x00000120146EC180>, 'q_TA': <function <lambda> at 0x0000012015490040>}","{'mode': 'turbine', 'power': 4.01, 'head': 84.48, 'flow': 5.866288835484861, 'v_low_TA': <function <lambda> at 0x00000120146ECCC0>, 'q_TA': <function <lambda> at 0x0000012015493880>}","{'mode': 'turbine', 'power': 3.78, 'head': 83.13, 'flow': 5.636169869762937, 'v_low_TA': <function <lambda> at 0x00000120146FC400>, 'q_TA': <function <lambda> at 0x0000012066F73100>}","{'mode': 'turbine', 'power': 3.55, 'head': 81.85, 'flow': 5.383064595158449, 'v_low_TA': <function <lambda> at 0x00000120146FD9E0>, 'q_TA': <function <lambda> at 0x0000012053BDA980>}","{'mode': 'turbine', 'power': 3.37, 'head': 80.6, 'flow': 5.197740004011894, 'v_low_TA': <function <lambda> at 0x00000120146FC040>, 'q_TA': <function <lambda> at 0x000001203E1E27A0>}","{'mode': 'turbine', 'power': 3.3, 'head': 79.35, 'flow': 5.187544194975143, 'v_low_TA': <function <lambda> at 0x00000120146FD440>, 'q_TA': <function <lambda> at 0x0000011FCB009A80>}","{'mode': 'turbine', 'power': 3.23, 'head': 78.09, 'flow': 5.170760933375879, 'v_low_TA': <function <lambda> at 0x0000012014710D60>, 'q_TA': <function <lambda> at 0x0000012019B51300>}","{'mode': 'turbine', 'power': 4.17, 'head': 76.37, 'flow': 7.0672365031987905, 'v_low_TA': <function <lambda> at 0x0000012014710A40>, 'q_TA': <function <lambda> at 0x0000012018A8CB80>}","{'mode': 'turbine', 'power': 4.8, 'head': 74.23, 'flow': 8.660861349833663, 'v_low_TA': <function <lambda> at 0x00000120147111C0>, 'q_TA': <function <lambda> at 0x00000120301F8400>}","{'mode': 'turbine', 'power': 4.55, 'head': 72.18, 'flow': 8.299941288958786, 'v_low_TA': <function <lambda> at 0x000001201471C360>, 'q_TA': <function <lambda> at 0x00000120301FBD80>}","{'mode': 'turbine', 'power': 3.91, 'head': 70.49, 'flow': 7.028453165513756, 'v_low_TA': <function <lambda> at 0x00000120146D4900>, 'q_TA': <function <lambda> at 0x000001206A07F4C0>}","{'mode': 'turbine', 'power': 3.66, 'head': 68.9, 'flow': 6.608477678101865, 'v_low_TA': <function <lambda> at 0x000001201471CA40>, 'q_TA': <function <lambda> at 0x000001204671ED40>}","{'mode': 'turbine', 'power': 2.64, 'head': 67.77, 'flow': 4.733554900072905, 'v_low_TA': <function <lambda> at 0x000001201471EE80>, 'q_TA': <function <lambda> at 0x000001205DA625C0>}","{'mode': 'turbine', 'power': 2.57, 'head': 66.67, 'flow': 4.650163960403505, 'v_low_TA': <function <lambda> at 0x00000120147242C0>, 'q_TA': <function <lambda> at 0x000001202F1BE3E0>}"
