Time,Power,Head,Flow,Volume,Price,Date
20,1.563562273979187,54.633076539574425,3.367385864255027,557728.0266514566,166.47,2023-02-06
21,-3.528115510939631,59.8,-9.67281341552453,522905.8983555683,157.31,2023-02-06
22,-4.457631742049482,63.01221224237009,-9.968363590794212,487019.7894287092,154.0,2023-02-06
23,-4.620451450347615,66.3420137335269,-10.333274841308096,449820.0,145.63,2023-02-06
0,2.5658111572265625,75.6747408440614,4.532341003417631,326844.92761230347,114.94,2023-03-20
1,0.0,75.67474084406133,0.0,326844.9276123047,113.06,2023-03-20
2,0.0,75.67474084406133,0.0,326844.9276123045,110.18,2023-03-20
3,0.0,75.67474084406136,0.0,326844.9276123041,110.25,2023-03-20
4,2.5658111572265625,74.52989408460864,4.532341003417969,343161.3552246088,116.4,2023-03-20
5,3.450920232282618,72.97488544134787,6.156133453082717,365323.43565570656,135.77,2023-03-20
6,3.721604919433907,71.28744272067392,6.680427551269531,389372.9748402769,148.43,2023-03-20
7,3.7216049194339647,69.6,6.680427551269531,413422.5140248472,148.51,2023-03-20
8,3.604479066419457,67.38627537173556,6.869786402664317,438153.74507443875,137.56,2023-03-20
9,2.963894081115723,65.5866721125026,5.584655761719759,458258.50581662985,122.75,2023-03-20
10,2.7088138512001203,63.93787982402883,5.116648520213673,476678.44048939913,115.79,2023-03-20
11,0.0,63.93787982402876,0.0,476678.4404893993,104.6,2023-03-20
12,-3.9498594284056203,66.76893990982674,-8.785545335510236,445050.47728156246,100.0,2023-03-20
13,-3.949856218742692,69.6,-8.78554534908767,413422.51402484684,101.79,2023-03-20
14,0.0,69.6,0.0,413422.5140248472,104.8,2023-03-20
15,0.0,69.6,0.0,413422.5140248472,113.9,2023-03-20
16,2.208472071834933,68.24399130226318,4.208061831352694,428571.5366177169,133.0,2023-03-20
17,3.23865095471655,66.27082483224106,6.123269359011644,450615.3063101588,150.98,2023-03-20
18,3.7645455318382277,63.94759035988177,7.209625074481394,476569.95657829184,165.47,2023-03-20
19,3.4202299020839773,61.859720935557746,6.479223656905987,499895.16174315335,152.36,2023-03-20
20,2.5037590026859107,60.33216313399477,4.740425109861775,516960.6921386558,135.49,2023-03-20
21,0.0,60.332163133995,0.0,516960.6921386532,127.5,2023-03-20
22,-4.173386242519849,63.33708843376021,-9.325096130366148,483390.34606933506,117.04,2023-03-20
23,-4.173390102386459,66.34201373352691,-9.325096130370852,449820.0,120.79,2023-03-20
0,3.143708038330078,75.41488433550144,5.5610885620117205,330548.4188232422,81.74,2023-05-25
1,2.7823183295222274,74.17268318686516,4.917757904253092,348252.34727855335,74.78,2023-05-25
2,3.143708038330078,72.76797991885256,5.561088562011719,368272.26610179554,78.3,2023-05-25
3,3.143708038330078,71.36327665083996,5.561088562011719,388292.1849250377,81.78,2023-05-25
4,3.721604919433594,69.67583393016604,6.680427551269531,412341.72410960804,91.23,2023-05-25
5,4.34429931640625,66.95477152996756,8.509078979492188,442974.4084357799,112.68,2023-05-25
6,4.34429931640625,64.21280015018593,8.509078979492188,473607.0927619518,104.0,2023-05-25
7,3.195692826413596,62.266770219388626,6.03905733652428,495347.6991734392,83.35,2023-05-25
