Time,Power,Head,Flow,Price,Date,Mode,Volume
15,0.0,70.32282091175186,0.0,80.22,2024-01-30,Idle,344126.26170971803
16,0.0,70.32282091175186,0.0,88.42,2024-01-30,Idle,344126.26170971803
17,3.0908660856692665,68.65579173511124,5.556764826556616,99.49,2024-01-30,Turbine,364130.61508532194
18,3.627251762703271,66.67000453002412,6.619291760982255,101.39,2024-01-30,Turbine,387960.065424858
19,0.0,66.67000453002412,0.0,88.31,2024-01-30,Idle,387960.065424858
20,0.0,66.67000453002412,0.0,79.18,2024-01-30,Idle,387960.065424858
21,0.0,66.67000453002412,0.0,79.59,2024-01-30,Idle,387960.065424858
22,0.0,66.67000453002412,0.0,76.34,2024-01-30,Idle,387960.065424858
23,0.0,66.67000453002412,0.0,75.1,2024-01-30,Idle,387960.065424858
0,2.722488199708669,71.72331342514066,4.664402448254322,62.84,2024-08-03,Turbine,327320.3488137155
1,0.0,71.72331342514066,0.0,54.98,2024-08-03,Idle,327320.3488137155
2,0.0,71.72331342514066,0.0,52.12,2024-08-03,Idle,327320.3488137155
3,2.6427404908419034,70.3228209117518,4.66830913777869,58.82,2024-08-03,Turbine,344126.26170971873
4,2.5629259889523204,68.92115541007739,4.6722190993669,60.38,2024-08-03,Turbine,360946.25046743965
5,0.0,68.92115541007739,0.0,57.69,2024-08-03,Idle,360946.25046743965
6,0.0,68.92115541007739,0.0,53.4,2024-08-03,Idle,360946.25046743965
7,0.0,68.92115541007739,0.0,41.69,2024-08-03,Idle,360946.25046743965
8,0.0,68.92115541007739,0.0,32.44,2024-08-03,Idle,360946.25046743965
9,-4.618338323687369,71.22680702474676,-7.685506633127289,20.36,2024-08-03,Pump,333278.4265881814
10,-4.844276353244442,73.54031166415027,-7.711683386501617,14.66,2024-08-03,Pump,305516.3663967756
11,-5.070983925313143,75.86169607560612,-7.737949297617823,6.41,2024-08-03,Pump,277659.7489253514
12,-5.298463660947031,78.19098709753364,-7.764304670146311,4.12,2024-08-03,Pump,249708.2521128247
13,-5.526718190126952,80.5282116597635,-7.790749808791701,11.92,2024-08-03,Pump,221661.55280117458
14,0.0,80.52821165976377,0.0,26.79,2024-08-03,Idle,221661.55280117132
15,0.0,80.52821165976377,0.0,40.58,2024-08-03,Idle,221661.55280117132
16,3.1445343669722354,79.13509372523617,4.643727204240179,63.32,2024-08-03,Turbine,238378.97073643596
17,3.0651401446149107,77.74080897903201,4.647616577128453,74.76,2024-08-03,Turbine,255110.3904140984
18,3.617833893920399,76.02761048372062,5.7106625805076,80.66,2024-08-03,Turbine,275668.77570392576
19,4.393171488751084,73.8741860123269,7.178082739619953,85.03,2024-08-03,Turbine,301509.87356655765
20,4.60750849995838,71.54953750655837,7.748829613764315,85.18,2024-08-03,Turbine,329405.6601761092
21,3.425482924666819,69.75048407550116,5.996845746239627,74.76,2024-08-03,Turbine,350994.3048625719
22,3.0564648963836354,68.08387201176294,5.555374449988971,70.56,2024-08-03,Turbine,370993.6528825322
23,2.455872609238632,66.67000453002412,4.712892372868236,64.64,2024-08-03,Turbine,387960.065424858
0,0.0,73.12263393186294,0.0,80.07,2024-07-19,Idle,310528.50000000035
1,0.0,73.122633931863,0.0,73.16,2024-07-19,Idle,310528.49999999953
2,0.0,73.12263393186326,0.0,71.83,2024-07-19,Idle,310528.4999999965
3,0.0,73.12263393186345,0.0,80.48,2024-07-19,Idle,310528.4999999942
4,2.722488199708796,71.72331342514109,4.664402448254492,90.0,2024-07-19,Turbine,327320.3488137104
5,3.500766769882768,69.89154280266413,6.105903068722368,101.6,2024-07-19,Turbine,349301.5998611109
6,3.3623117885907194,68.07535879081145,6.053947691518513,98.4,2024-07-19,Turbine,371095.8115505775
7,0.0,68.07535879081145,0.0,81.43,2024-07-19,Idle,371095.8115505775
8,0.0,68.07535879081145,0.0,70.41,2024-07-19,Idle,371095.8115505775
9,0.0,68.07535879081145,0.0,59.86,2024-07-19,Idle,371095.8115505775
10,-4.535456061533298,70.37812963124378,-7.675904050774228,45.74,2024-07-19,Pump,343462.55696779024
11,-4.761111794992134,72.68874368452398,-7.702048097855715,37.86,2024-07-19,Pump,315735.18381550966
12,-4.987536109465105,75.00722766455115,-7.728281191281955,37.61,2024-07-19,Pump,287913.3715268946
13,-5.214731622730925,77.33360837621156,-7.754603634343657,43.99,2024-07-19,Pump,259996.79844325746
14,0.0,77.33360837621156,0.0,65.26,2024-07-19,Idle,259996.79844325746
15,0.0,77.33360837621156,0.0,77.67,2024-07-19,Idle,259996.79844325746
16,0.0,77.33360837621156,0.0,86.9,2024-07-19,Idle,259996.79844325746
17,2.962472936886784,75.93781478851714,4.652646049581203,104.69,2024-07-19,Turbine,276746.3242217498
18,5.945323296768263,73.00156967013453,9.787485320956977,136.98,2024-07-19,Turbine,311981.2713771949
19,5.360806017222171,70.27255641586642,9.096712328144802,120.14,2024-07-19,Turbine,344729.4357585162
20,3.945524282780803,68.17446010636773,6.993655503285732,107.11,2024-07-19,Turbine,369906.5955703448
21,0.0,68.17446010636773,0.0,91.7,2024-07-19,Idle,369906.5955703448
22,2.641410895889966,66.67000453002412,5.014852737364773,94.99,2024-07-19,Turbine,387960.065424858
23,0.0,66.6700045300241,0.0,89.52,2024-07-19,Idle,387960.0654248581
0,0.0,73.12263393186295,0.0,59.34,2024-02-14,Idle,310528.50000000023
1,0.0,73.12263393186302,0.0,55.76,2024-02-14,Idle,310528.4999999993
2,0.0,73.12263393186313,0.0,54.79,2024-02-14,Idle,310528.499999998
3,0.0,73.1226339318634,0.0,55.06,2024-02-14,Idle,310528.49999999476
4,0.0,73.12263393186339,0.0,58.74,2024-02-14,Idle,310528.4999999949
5,0.0,73.12263393186366,0.0,63.93,2024-02-14,Idle,310528.49999999173
6,0.0,73.12263393186366,0.0,73.41,2024-02-14,Idle,310528.49999999173
7,2.722488199708778,71.72331342514131,4.664402448254437,80.13,2024-02-14,Turbine,327320.3488137077
8,0.0,71.72331342514131,0.0,69.65,2024-02-14,Idle,327320.3488137077
9,0.0,71.72331342514157,0.0,63.86,2024-02-14,Idle,327320.3488137047
10,0.0,71.72331342514157,0.0,63.29,2024-02-14,Idle,327320.3488137047
11,0.0,71.72331342514157,0.0,60.19,2024-02-14,Idle,327320.3488137047
12,0.0,71.72331342514157,0.0,53.92,2024-02-14,Idle,327320.3488137047
13,0.0,71.72331342514157,0.0,60.0,2024-02-14,Idle,327320.3488137047
14,0.0,71.72331342514157,0.0,64.55,2024-02-14,Idle,327320.3488137047
15,0.0,71.72331342514157,0.0,66.65,2024-02-14,Idle,327320.3488137047
16,2.6427404908419554,70.32282091175271,4.668309137778664,76.3,2024-02-14,Turbine,344126.2617097078
17,3.4357722769298773,68.48242817549489,6.134643452669746,87.8,2024-02-14,Turbine,366210.97813931876
18,3.2721766509100134,66.67000453002382,6.041413134873017,84.79,2024-02-14,Turbine,387960.0654248616
19,0.0,66.67000453002382,0.0,76.77,2024-02-14,Idle,387960.0654248616
20,0.0,66.67000453002382,0.0,69.58,2024-02-14,Idle,387960.0654248616
21,0.0,66.67000453002407,0.0,68.2,2024-02-14,Idle,387960.0654248585
22,0.0,66.67000453002407,0.0,63.8,2024-02-14,Idle,387960.0654248585
23,0.0,66.67000453002412,0.0,61.62,2024-02-14,Idle,387960.065424858
0,-5.030054374975856,75.44259573743089,-7.733207277219577,90.4,2024-11-21,Pump,282688.95380200946
1,-5.257394704999162,77.77045930809005,-7.759546498477317,86.8,2024-11-21,Pump,254754.586407491
2,-5.485509353754464,80.10625155716781,-7.785975430840917,84.15,2024-11-21,Pump,226725.0748564637
3,-5.714400958563107,82.44999948965804,-7.8124943798654,84.23,2024-11-21,Pump,198600.09508894826
4,0.0,82.44999948965804,0.0,93.51,2024-11-21,Idle,198600.09508894826
5,0.0,82.44999948965804,0.0,109.4,2024-11-21,Idle,198600.09508894826
6,0.0,82.44999948965804,0.0,123.36,2024-11-21,Idle,198600.09508894826
7,3.2540576503272565,81.05849115646014,4.638361865601263,133.85,2024-11-21,Turbine,215298.1978051128
8,3.1747551596479955,79.66581735971387,4.642246744728117,135.04,2024-11-21,Turbine,232010.28608613403
9,0.0,79.66581735971387,0.0,127.44,2024-11-21,Idle,232010.28608613403
10,0.0,79.66581735971387,0.0,115.55,2024-11-21,Idle,232010.28608613403
11,0.0,79.66581735971387,0.0,113.7,2024-11-21,Idle,232010.28608613403
12,0.0,79.66581735971387,0.0,121.29,2024-11-21,Idle,232010.28608613403
13,3.095386248840321,78.27197712328048,4.646134877651348,134.4,2024-11-21,Turbine,248736.37164567888
14,3.0159508622737814,76.87696947020358,4.65002626709645,144.79,2024-11-21,Turbine,265476.46620722604
15,4.736159601098266,74.5761873192105,7.669275084897777,161.23,2024-11-21,Turbine,293085.85651285807
16,5.784962280703131,71.68040095566826,9.652622782872136,169.9,2024-11-21,Turbine,327835.2985311977
17,4.998584803092667,69.09450226596951,8.619663701935691,155.9,2024-11-21,Turbine,358866.0878581662
18,4.525798095821798,66.67000453002412,8.081660435192191,148.93,2024-11-21,Turbine,387960.065424858
19,0.0,66.67000453002412,0.0,129.08,2024-11-21,Idle,387960.065424858
20,0.0,66.67000453002412,0.0,121.56,2024-11-21,Idle,387960.065424858
21,0.0,66.67000453002412,0.0,120.0,2024-11-21,Idle,387960.065424858
22,0.0,66.67000453002412,0.0,106.36,2024-11-21,Idle,387960.065424858
23,0.0,66.67000453002412,0.0,113.3,2024-11-21,Idle,387960.065424858
0,0.0,73.12263393186323,0.0,6.0,2024-06-16,Idle,310528.49999999674
1,0.0,73.1226339318635,0.0,4.01,2024-06-16,Idle,310528.4999999936
2,0.0,73.12263393186376,0.0,3.02,2024-06-16,Idle,310528.49999999045
3,0.0,73.12263393186403,0.0,2.96,2024-06-16,Idle,310528.4999999872
4,0.0,73.1226339318643,0.0,3.51,2024-06-16,Idle,310528.49999998405
5,0.0,73.12263393186456,0.0,0.47,2024-06-16,Idle,310528.4999999809
6,0.0,73.12263393186483,0.0,-0.02,2024-06-16,Idle,310528.49999997765
7,0.0,73.1226339318651,0.0,-1.27,2024-06-16,Idle,310528.4999999745
8,-5.030054385513953,75.44259574103326,-7.733207289220386,-10.0,2024-06-16,Pump,282688.9537587811
9,-5.257394717045633,77.7704593157184,-7.759546511937928,-13.34,2024-06-16,Pump,254754.58631595084
10,-5.485509366644504,80.10625156898918,-7.785975444852423,-20.01,2024-06-16,Pump,226725.0747146072
11,-5.714400990883335,82.4499995130294,-7.812494418400172,-30.01,2024-06-16,Pump,198600.094808492
12,-5.944072217849007,84.80173024470076,-7.839103714834901,-35.68,2024-06-16,Pump,170379.32143521146
13,-6.174525653774962,87.16147093415299,-7.865803578450112,-29.04,2024-06-16,Pump,142062.42855291627
14,0.0,87.16147093415324,0.0,-9.86,2024-06-16,Idle,142062.42855291313
15,0.0,87.16147093415351,0.0,-1.32,2024-06-16,Idle,142062.42855290987
16,3.5225658797118737,85.77390870665894,4.625208177782611,25.6,2024-06-16,Turbine,158713.17799292726
17,4.400268076676916,83.9042687682043,6.232134142561515,45.18,2024-06-16,Turbine,181148.86090602342
18,5.856244181722472,81.24767450092153,8.85531566560531,55.9,2024-06-16,Turbine,213027.99730207736
19,6.570673839999285,78.15365473016354,10.313400914507902,69.47,2024-06-16,Turbine,250156.24059418065
20,6.20628624995884,75.15156920363444,10.00695338383261,73.14,2024-06-16,Turbine,286181.2727759782
21,5.852725896369263,72.23868622395908,9.709611512591351,65.0,2024-06-16,Turbine,321135.874221307
22,5.509671072143029,69.41235527108076,9.421104709643773,64.39,2024-06-16,Turbine,355051.85117602453
23,5.17680961336456,66.67000458068244,9.14117045581483,56.7,2024-06-16,Turbine,387960.0648169579
0,0.0,73.12263393186299,0.0,83.29,2024-01-09,Idle,310528.49999999965
1,0.0,73.1226339318629,0.0,85.0,2024-01-09,Idle,310528.50000000093
2,0.0,73.12263393186315,0.0,83.89,2024-01-09,Idle,310528.4999999978
3,0.0,73.12263393186315,0.0,82.45,2024-01-09,Idle,310528.4999999978
4,0.0,73.12263393186315,0.0,88.29,2024-01-09,Idle,310528.4999999978
5,0.0,73.12263393186315,0.0,99.83,2024-01-09,Idle,310528.4999999978
6,0.0,73.12263393186315,0.0,112.16,2024-01-09,Idle,310528.4999999978
7,3.325399189189312,71.4202663998419,5.674559363664305,130.5,2024-01-09,Turbine,330956.9137091893
8,0.0,71.4202663998419,0.0,120.69,2024-01-09,Idle,330956.9137091893
9,0.0,71.4202663998419,0.0,109.08,2024-01-09,Idle,330956.9137091893
10,0.0,71.4202663998419,0.0,102.1,2024-01-09,Idle,330956.9137091893
11,0.0,71.4202663998419,0.0,92.22,2024-01-09,Idle,330956.9137091893
12,0.0,71.42026639984194,0.0,92.11,2024-01-09,Idle,330956.9137091889
13,0.0,71.42026639984194,0.0,101.19,2024-01-09,Idle,330956.9137091889
14,0.0,71.42026639984194,0.0,112.35,2024-01-09,Idle,330956.9137091889
15,2.6535008579047035,70.00543051778993,4.716120374437597,122.38,2024-01-09,Turbine,347934.9470571643
16,4.975509754713613,67.3817468619576,8.745613609547274,137.1,2024-01-09,Turbine,379419.1560515346
17,4.937661673340486,64.69973270060355,8.940048659599286,136.7,2024-01-09,Turbine,411603.33122609195
18,4.6217966326367925,62.09741063997356,8.674408280616717,129.74,2024-01-09,Turbine,442831.20103631215
19,0.0,62.09741063997356,0.0,116.34,2024-01-09,Idle,442831.20103631215
20,0.0,62.09741063997356,0.0,105.57,2024-01-09,Idle,442831.20103631215
21,0.0,62.09741063997356,0.0,98.4,2024-01-09,Idle,442831.20103631215
22,-3.9496581823561625,64.37982065295513,-7.608034614891933,93.69,2024-01-09,Pump,415442.2764227012
23,-4.173318694505279,66.67000453002412,-7.633947499400884,83.0,2024-01-09,Pump,387960.065424858
0,2.7407274314382386,71.71414566237662,4.694961662441614,74.21,2024-08-15,Turbine,327430.3619847897
1,2.642218017203911,70.31364547049024,4.668334732774628,70.71,2024-08-15,Turbine,344236.36702277826
2,0.0,70.31364547049024,0.0,64.39,2024-08-15,Idle,344236.36702277826
3,2.8591132639123877,68.76283395190772,5.169372569977497,72.13,2024-08-15,Turbine,362846.1082746972
4,3.8779837954930745,66.65417480368987,7.028864971413668,78.43,2024-08-15,Turbine,388150.0221717864
5,4.6335204211945085,64.10358300819344,8.50197403543938,82.77,2024-08-15,Turbine,418757.1286993682
6,3.5337736490629137,62.03056817125045,6.910050581159173,73.05,2024-08-15,Turbine,443633.3107915411
7,0.0,62.03056817125045,0.0,48.67,2024-08-15,Idle,443633.3107915411
8,-3.943108079305926,64.31275051949862,-7.607275732323742,33.06,2024-08-15,Pump,416247.1181551757
9,-4.166746281874126,66.60270595641056,-7.633186032086785,12.96,2024-08-15,Pump,388767.64843966323
10,-4.391146193767831,68.9004609570431,-7.659184582053665,10.02,2024-08-15,Pump,361194.58394427004
11,-5.536956029739781,71.56255127783272,-8.873635846908535,0.3,2024-08-15,Pump,329249.4948953993
12,-5.761460851308813,74.21962798802608,-8.856923808867545,0.11,2024-08-15,Pump,297364.56918347615
13,-5.937840087923326,76.85322819434677,-8.778668783221866,0.34,2024-08-15,Pump,265761.36156387744
14,-5.926875412346498,79.39161606453204,-8.461294277781143,2.05,2024-08-15,Pump,235300.70216386532
15,-5.64437158637592,81.7329299561794,-7.804380909068611,16.81,2024-08-15,Pump,207204.93089121836
16,0.0,81.7329299561794,0.0,51.88,2024-08-15,Idle,207204.93089121836
17,3.2131916356305386,80.34082103843382,4.6403638144193815,82.65,2024-08-15,Turbine,223910.24062312813
18,5.596994004000184,77.70947455466164,8.771156373504084,102.89,2024-08-15,Turbine,255486.4035677428
19,5.44415614818449,75.0773700718397,8.773683037414543,100.0,2024-08-15,Turbine,287071.66250243527
20,5.843987364477964,72.16669180094694,9.70226248211993,102.78,2024-08-15,Turbine,321999.8074380668
21,4.393359664549166,69.89934070515697,7.557838216083257,88.62,2024-08-15,Turbine,349208.0250159665
22,3.3251667136993017,68.10205719095089,5.99094602244233,78.92,2024-08-15,Turbine,370775.4306967589
23,2.493118640339097,66.67000453002412,4.773509646694208,71.06,2024-08-15,Turbine,387960.065424858
0,-6.722497138962343,76.09797429742748,-9.91780283277386,115.3,2024-12-12,Pump,274824.4098020141
1,-7.112858512661001,79.12170717620872,-10.079111236417504,109.96,2024-12-12,Pump,238539.6093509111
2,-7.509568930709218,82.19461964969908,-10.24304324546292,107.35,2024-12-12,Pump,201664.6536672446
3,-7.912731657330527,85.31751160090171,-10.40964153161945,112.51,2024-12-12,Pump,164189.94415341457
4,-8.322451636292548,88.49119592254104,-10.5789494606317,122.04,2024-12-12,Pump,126105.72609514045
5,-8.738835518223972,91.71649872865969,-10.751011103567564,150.17,2024-12-12,Pump,87402.08612229722
6,0.0,91.71649872865969,0.0,258.04,2024-12-12,Idle,87402.08612229722
7,7.803603807296087,88.31141325590102,11.350286756572636,389.15,2024-12-12,Turbine,128263.11844595871
8,7.4025815170522975,85.00750488294263,11.013029702346346,400.0,2024-12-12,Turbine,167910.02537440555
9,7.01347501353596,81.80176728127798,10.68579374477277,363.37,2024-12-12,Turbine,206378.88285558752
10,3.8813776640163673,80.07583105049437,5.753121705659012,328.83,2024-12-12,Turbine,227090.12099595997
11,3.1187530560061525,78.68233422272014,4.644990181934522,293.07,2024-12-12,Turbine,243812.08565092424
12,4.674108108065306,76.4659694558004,7.387883758853972,318.55,2024-12-12,Turbine,270408.46718279854
13,6.007524905500652,73.51403099934767,9.839796456371582,352.89,2024-12-12,Turbine,305831.73442573624
14,5.659870454551928,70.64980504650231,9.547421396759876,475.91,2024-12-12,Turbine,340202.4514540718
15,5.322546043586341,67.87068534940299,9.263733831433347,551.0,2024-12-12,Turbine,373551.89324723184
16,4.995244730679962,65.17414310100494,8.988475624294596,565.46,2024-12-12,Turbine,405910.4054946924
17,4.677668694235971,62.55772463404045,8.72139630937952,433.07,2024-12-12,Turbine,437307.43220845866
18,4.369528961987726,60.019049188350806,8.462252862951718,375.03,2024-12-12,Turbine,467771.54251508485
19,4.070545148053876,57.55580674455906,8.210809482367058,241.61,2024-12-12,Turbine,497330.45665160625
20,-3.5046121794691123,59.82274810325811,-7.5564724255578835,169.4,2024-12-12,Pump,470127.15591959783
21,-3.7267568696934177,62.09741063997356,-7.582209689801568,150.0,2024-12-12,Pump,442831.20103631215
22,-3.9496581823561625,64.37982065295513,-7.608034614891931,134.75,2024-12-12,Pump,415442.2764227012
23,-4.173318694505278,66.67000453002412,-7.633947499400882,130.07,2024-12-12,Pump,387960.065424858
0,0.0,73.12263393186296,0.0,71.19,2024-04-24,Idle,310528.5
1,0.0,73.12263393186296,0.0,63.57,2024-04-24,Idle,310528.5
2,0.0,73.12263393186296,0.0,60.0,2024-04-24,Idle,310528.5
3,0.0,73.12263393186296,0.0,72.42,2024-04-24,Idle,310528.5
4,2.7224881997087405,71.72331342514063,4.664402448254404,82.3,2024-04-24,Turbine,327320.34881371586
5,4.03730510321321,69.62185731224872,7.004854849752608,101.2,2024-04-24,Turbine,352537.82627282524
6,5.091187536547165,66.9287204599218,8.977124302209996,107.19,2024-04-24,Turbine,384855.4737607812
7,2.719038888758536,65.34851764185358,5.267343584209,87.2,2024-04-24,Turbine,403817.9106639336
8,0.0,65.34851764185358,0.0,68.35,2024-04-24,Idle,403817.9106639336
9,0.0,65.34851764185358,0.0,73.2,2024-04-24,Idle,403817.9106639336
10,0.0,65.34851764185358,0.0,76.17,2024-04-24,Idle,403817.9106639336
11,-4.268244349151924,67.64200089050381,-7.644945406461719,51.07,2024-04-24,Pump,376296.10720067134
12,-4.492989962376971,69.94329571856366,-7.67098400873187,46.02,2024-04-24,Pump,348680.5647692366
13,-4.718501056756374,72.25242873218907,-7.69711129820288,44.36,2024-04-24,Pump,320970.96409570624
