Time,Power,Head,Flow,Price,Date,Mode,Revenue,c,d,e,a,b
2,-7.509568930709222,82.19461964969912,-10.243043245462957,9.32,2023-12-11,Pump,-69.98918243420995,1.20458984375,0.1629638671875,-14.6796875,-16152.0,1556864.0
3,-7.912731657330536,85.31751160090177,-10.40964153161949,12.42,2023-12-11,Pump,-98.27612718404525,1.1944580078125,0.1539306640625,-13.984375,-16396.0,1577152.0
4,-6.225068666685002,87.67900902935186,-7.8716593760279805,35.45,2023-12-11,Pump,-220.67868423398332,1.1893157958984375,0.1402587890625,-12.8515625,-16171.0,1557568.0
5,0.0,87.67900902935186,0.0,74.56,2023-12-11,Idle,0.0,0.0,0.0,0.0,-16171.0,1557568.0
6,3.552060522742937,86.29188027467822,4.623763268144329,94.05,2023-12-11,Turbine,334.0712921639732,1.5675125122070312,-0.119598388671875,9.689453125,-16365.0,1574464.0
7,3.473007625599564,84.90358972459032,4.627635920155477,99.68,2023-12-11,Turbine,346.18940011976457,1.6128311157226562,-0.115234375,9.12890625,-16383.0,1576064.0
8,3.393888517375875,83.5141364060216,4.631511815722398,98.67,2023-12-11,Turbine,334.8749800094776,1.6552352905273438,-0.110626220703125,8.576171875,-16288.0,1567936.0
9,3.314703142616506,82.12351934509056,4.635390957561548,93.47,2023-12-11,Turbine,309.8253027403648,1.6946792602539062,-0.1070556640625,8.1328125,-16164.0,1557888.0
10,0.0,82.12351934509057,0.0,91.43,2023-12-11,Idle,0.0,0.0,0.0,0.0,-16164.0,1557888.0
11,0.0,82.12351934509057,0.0,84.48,2023-12-11,Idle,0.0,0.0,0.0,0.0,-16164.0,1557888.0
12,0.0,82.12351934509057,0.0,82.92,2023-12-11,Idle,0.0,0.0,0.0,0.0,-16164.0,1557888.0
13,3.235451445819644,80.73173756709991,4.639273348392123,91.99,2023-12-11,Turbine,297.629178500949,1.7282257080078125,-0.1015625,7.5546875,-15879.0,1534592.0
14,3.156133371436995,79.33879009653613,4.643158990934978,97.65,2023-12-11,Turbine,308.19642372082257,1.7585372924804688,-0.096160888671875,7.0078125,-15602.0,1512320.0
15,3.076748863873739,77.94467595706857,4.647047887913844,107.16,2023-12-11,Turbine,329.70440825270987,1.782806396484375,-0.08929443359375,6.376953125,-15245.0,1484288.0
16,4.245412050511187,75.92204237833596,6.742113026457645,118.9,2023-12-11,Turbine,504.7794928057802,2.0569992065429688,-0.101318359375,6.271484375,-14694.0,1442048.0
17,5.127138044319631,73.39658466532639,8.418193746847063,123.12,2023-12-11,Turbine,631.253236016633,2.346254348754883,-0.113006591796875,5.796875,-13936.0,1385344.0
18,5.256093485839161,70.73185037686149,8.882449073927193,121.69,2023-12-11,Turbine,639.6140162917675,2.4130325317382812,-0.0914306640625,3.90625,-13106.0,1325568.0
19,4.579914554452699,68.32842573589072,8.011416773843905,114.21,2023-12-11,Turbine,523.0720412640428,2.331589698791504,-0.062774658203125,2.31640625,-12366.0,1274112.0
20,2.9567560770587984,66.67000453002412,5.528071585973095,99.6,2023-12-11,Turbine,294.49290527505633,1.91583251953125,-0.044342041015625,2.650390625,-11844.0,1238912.0
21,0.0,66.67000453002412,0.0,96.55,2023-12-11,Idle,0.0,0.0,0.0,0.0,-11844.0,1238912.0
22,0.0,66.67000453002412,0.0,88.1,2023-12-11,Idle,0.0,0.0,0.0,0.0,-11844.0,1238912.0
23,0.0,66.67000453002412,0.0,88.07,2023-12-11,Idle,0.0,0.0,0.0,0.0,-11844.0,1238912.0
0,2.792727265138653,71.68800847928676,4.782085620254804,64.2,2023-11-01,Turbine,179.29309042190152,,,,,
1,0.0,71.68800847928676,0.0,50.23,2023-11-01,Idle,0.0,,,,,
2,0.0,71.68800847928702,0.0,26.48,2023-11-01,Idle,0.0,,,,,
3,-4.88947092956495,74.00308396591083,-7.716919544754854,23.75,2023-11-01,Pump,-116.12493457716755,,,,,
4,0.0,74.00308396591109,0.0,30.13,2023-11-01,Idle,0.0,,,,,
5,0.0,74.0030839659111,0.0,47.99,2023-11-01,Idle,0.0,,,,,
6,3.100376592061161,72.43978017376789,5.211013488623962,68.07,2023-11-01,Turbine,211.04263462160318,,,,,
7,3.111512177224345,70.82478807573595,5.3833078696290615,66.88,2023-11-01,Turbine,208.09793441276418,,,,,
8,3.5836340952791748,68.92487368553587,6.333048998103138,69.23,2023-11-01,Turbine,248.09498841617727,,,,,
9,0.0,68.92487368553587,0.0,46.22,2023-11-01,Idle,0.0,,,,,
10,0.0,68.92487368553586,0.0,43.5,2023-11-01,Idle,0.0,,,,,
11,0.0,68.92487368553586,0.0,47.64,2023-11-01,Idle,0.0,,,,,
12,0.0,68.92487368553586,0.0,38.92,2023-11-01,Idle,0.0,,,,,
13,0.0,68.92487368553586,0.0,32.84,2023-11-01,Idle,0.0,,,,,
14,0.0,68.92487368553586,0.0,37.28,2023-11-01,Idle,0.0,,,,,
15,0.0,68.92487368553586,0.0,51.58,2023-11-01,Idle,0.0,,,,,
16,2.9747746391943752,67.2749807978229,5.4996438541673385,63.4,2023-11-01,Turbine,188.60071212492338,,,,,
17,4.925087665462523,64.59613903281917,8.929474003377152,80.46,2023-11-01,Turbine,396.27255356311457,,,,,
18,4.40962094098002,62.09741063997356,8.32909599846559,71.8,2023-11-01,Turbine,316.61078356236544,,,,,
19,0.0,62.09741063997356,0.0,57.48,2023-11-01,Idle,0.0,,,,,
20,0.0,62.09741063997356,0.0,40.15,2023-11-01,Idle,0.0,,,,,
21,0.0,62.09741063997356,0.0,40.77,2023-11-01,Idle,0.0,,,,,
22,-3.9496581823561625,64.37982065295513,-7.608034614891933,23.0,2023-11-01,Pump,-90.84213819419173,,,,,
23,-4.173318694505278,66.67000453002412,-7.633947499400882,19.49,2023-11-01,Pump,-81.33798135590787,,,,,
0,0.0,73.12263393186294,0.0,73.16,2023-06-06,Idle,0.0,,,,,
1,0.0,73.12263393186294,0.0,69.68,2023-06-06,Idle,0.0,,,,,
2,0.0,73.12263393186325,0.0,67.58,2023-06-06,Idle,0.0,,,,,
3,0.0,73.12263393186325,0.0,73.88,2023-06-06,Idle,0.0,,,,,
4,0.0,73.12263393186325,0.0,84.64,2023-06-06,Idle,0.0,,,,,
5,2.7224881997087564,71.72331342514092,4.664402448254404,106.72,2023-06-06,Turbine,290.5439406729185,,,,,
6,2.7841088216450323,70.25176357017288,4.90516698159368,108.8,2023-06-06,Turbine,302.9110397949795,,,,,
7,0.0,70.25176357017288,0.0,94.9,2023-06-06,Idle,0.0,,,,,
8,0.0,70.25176357017288,0.0,86.01,2023-06-06,Idle,0.0,,,,,
9,0.0,70.25176357017288,0.0,82.03,2023-06-06,Idle,0.0,,,,,
10,0.0,70.25176357017287,0.0,75.8,2023-06-06,Idle,0.0,,,,,
11,0.0,70.25176357017287,0.0,71.02,2023-06-06,Idle,0.0,,,,,
12,0.0,70.25176357017287,0.0,67.44,2023-06-06,Idle,0.0,,,,,
13,0.0,70.25176357017287,0.0,68.3,2023-06-06,Idle,0.0,,,,,
14,0.0,70.25176357017287,0.0,70.96,2023-06-06,Idle,0.0,,,,,
15,0.0,70.25176357017287,0.0,83.0,2023-06-06,Idle,0.0,,,,,
16,0.0,70.25176357017287,0.0,91.86,2023-06-06,Idle,0.0,,,,,
17,0.0,70.25176357017287,0.0,102.88,2023-06-06,Idle,0.0,,,,,
18,3.1919937478162668,68.53180861716736,5.733184109820318,109.39,2023-06-06,Turbine,349.1721960736214,,,,,
19,3.373315355525795,66.67000453002412,6.206014633904175,108.33,2023-06-06,Turbine,365.4312524641094,,,,,
20,0.0,66.67000453002412,0.0,97.96,2023-06-06,Idle,0.0,,,,,
21,0.0,66.67000453002412,0.0,89.99,2023-06-06,Idle,0.0,,,,,
22,0.0,66.67000453002412,0.0,86.74,2023-06-06,Idle,0.0,,,,,
23,0.0,66.67000453002412,0.0,78.4,2023-06-06,Idle,0.0,,,,,
0,2.7224881997087373,71.72331342514062,4.664402448254464,78.8,2023-08-13,Turbine,214.5320701370485,,,,,
1,0.0,71.72331342514062,0.0,69.66,2023-08-13,Idle,0.0,,,,,
2,0.0,71.72331342514062,0.0,69.0,2023-08-13,Idle,0.0,,,,,
3,0.0,71.72331342514062,0.0,72.02,2023-08-13,Idle,0.0,,,,,
4,2.730567850171856,70.27867539035776,4.815460899709206,77.89,2023-08-13,Turbine,212.68392984988589,,,,,
5,2.84850916303789,68.73216288624857,5.155042519400695,77.15,2023-08-13,Turbine,219.7624819283732,,,,,
6,0.0,68.73216288624857,0.0,71.59,2023-08-13,Idle,0.0,,,,,
7,0.0,68.73216288624857,0.0,49.74,2023-08-13,Idle,0.0,,,,,
8,-4.599818353817147,71.03717079440358,-7.683360944396876,28.31,2023-08-13,Pump,-130.22085759656343,,,,,
9,-4.825693304554966,73.35002953483523,-7.709530389578334,14.12,2023-08-13,Pump,-68.13878946031612,,,,,
10,-5.895776046585458,75.9973774749777,-8.824494570086406,3.64,2023-08-13,Pump,-21.46062480957107,,,,,
11,-6.727788345921206,78.87547114414141,-9.593647125344807,-0.95,2023-08-13,Pump,6.391398928625145,,,,,
12,-6.6482231552250415,81.62334275898625,-9.159573540298572,1.45,2023-08-13,Pump,-9.63992357507631,,,,,
13,-6.1942144923570375,84.10049144865769,-8.257163642843997,6.76,2023-08-13,Pump,-41.872889968333574,,,,,
14,-6.105809046810165,86.4578437194887,-7.857842181715435,17.45,2023-08-13,Pump,-106.54636786683739,,,,,
15,0.0,86.4578437194887,0.0,70.91,2023-08-13,Idle,0.0,,,,,
16,3.482465933696746,85.06969217276907,4.627172575519168,89.56,2023-08-13,Turbine,311.8896490218806,,,,,
17,4.094796538409755,83.33283184925054,5.789535354035454,100.0,2023-08-13,Turbine,409.47965384097546,,,,,
18,5.788563204595024,80.69340897130668,8.798077691791404,110.9,2023-08-13,Turbine,641.9516593895883,,,,,
19,6.505397129248962,77.61585837583955,10.25850365456851,120.0,2023-08-13,Turbine,780.6476555098754,,,,,
20,6.142949138439647,74.62975266368858,9.95368732723595,120.05,2023-08-13,Turbine,737.4610440696796,,,,,
21,5.791270755862459,71.73237468482641,9.657928168135372,114.0,2023-08-13,Turbine,660.2048661683203,,,,,
22,5.25574509436831,69.018749361387,9.045419217034004,98.02,2023-08-13,Turbine,515.1681341499817,,,,,
23,4.370644549581329,66.67000453002412,7.829150712151895,89.63,2023-08-13,Turbine,391.7408709789745,,,,,
0,0.0,73.12263393186299,0.0,88.75,2023-05-08,Idle,0.0,,,,,
1,0.0,73.12263393186309,0.0,84.39,2023-05-08,Idle,0.0,,,,,
2,0.0,73.12263393186336,0.0,84.2,2023-05-08,Idle,0.0,,,,,
3,0.0,73.1226339318636,0.0,90.91,2023-05-08,Idle,0.0,,,,,
4,0.0,73.1226339318636,0.0,98.25,2023-05-08,Idle,0.0,,,,,
5,0.0,73.1226339318636,0.0,108.16,2023-05-08,Idle,0.0,,,,,
6,0.0,73.12263393186365,0.0,110.97,2023-05-08,Idle,0.0,,,,,
7,0.0,73.12263393186377,0.0,100.01,2023-05-08,Idle,0.0,,,,,
8,0.0,73.12263393186396,0.0,92.17,2023-05-08,Idle,0.0,,,,,
9,0.0,73.12263393186396,0.0,84.47,2023-05-08,Idle,0.0,,,,,
10,0.0,73.12263393186396,0.0,84.76,2023-05-08,Idle,0.0,,,,,
11,0.0,73.12263393186396,0.0,90.69,2023-05-08,Idle,0.0,,,,,
12,0.0,73.12263393186396,0.0,81.04,2023-05-08,Idle,0.0,,,,,
13,0.0,73.1226339318642,0.0,78.0,2023-05-08,Idle,0.0,,,,,
14,0.0,73.1226339318642,0.0,84.01,2023-05-08,Idle,0.0,,,,,
15,0.0,73.1226339318642,0.0,97.05,2023-05-08,Idle,0.0,,,,,
16,0.0,73.12263393186443,0.0,108.1,2023-05-08,Idle,0.0,,,,,
17,2.722488199708823,71.72331342514208,4.664402448254469,122.0,2023-05-08,Turbine,332.1435603644764,,,,,
18,3.3392291180147846,69.9727380466174,5.835252211496926,125.76,2023-05-08,Turbine,419.9414538815393,,,,,
19,3.2214415760657853,68.22975489375384,5.809944788507402,121.99,2023-05-08,Turbine,392.9836578642651,,,,,
20,2.7546630860065786,66.67000453002346,5.19916872531997,115.65,2023-05-08,Turbine,318.57678589666085,,,,,
21,0.0,66.67000453002377,0.0,106.07,2023-05-08,Idle,0.0,,,,,
22,0.0,66.67000453002409,0.0,95.96,2023-05-08,Idle,0.0,,,,,
23,0.0,66.67000453002412,0.0,87.52,2023-05-08,Idle,0.0,,,,,
0,0.0,73.12263393186322,0.0,87.05,2023-06-28,Idle,0.0,,,,,
1,-5.030054374975851,75.44259573743113,-7.733207277219549,86.22,2023-06-28,Pump,-433.6912882104179,,,,,
2,-5.257394704999162,77.77045930809027,-7.759546498477285,86.66,2023-06-28,Pump,-455.60582513522735,,,,,
3,0.0,77.77045930809027,0.0,92.18,2023-06-28,Idle,0.0,,,,,
4,0.0,77.77045930809027,0.0,104.16,2023-06-28,Idle,0.0,,,,,
5,0.0,77.77045930809027,0.0,122.05,2023-06-28,Idle,0.0,,,,,
6,2.9873692067308326,76.37503160669708,4.651426428378618,124.69,2023-06-28,Turbine,372.4950663872675,,,,,
7,0.0,76.37503160669708,0.0,113.63,2023-06-28,Idle,0.0,,,,,
8,0.0,76.37503160669708,0.0,101.89,2023-06-28,Idle,0.0,,,,,
9,0.0,76.37503160669708,0.0,99.3,2023-06-28,Idle,0.0,,,,,
10,0.0,76.37503160669733,0.0,101.18,2023-06-28,Idle,0.0,,,,,
11,0.0,76.37503160669735,0.0,97.42,2023-06-28,Idle,0.0,,,,,
12,0.0,76.37503160669735,0.0,95.59,2023-06-28,Idle,0.0,,,,,
13,0.0,76.37503160669708,0.0,95.39,2023-06-28,Idle,0.0,,,,,
14,0.0,76.37503160669708,0.0,97.6,2023-06-28,Idle,0.0,,,,,
15,0.0,76.37503160669708,0.0,107.08,2023-06-28,Idle,0.0,,,,,
16,2.9078433500448004,74.97843515907255,4.655322249783836,125.64,2023-06-28,Turbine,365.34143849962874,,,,,
17,3.952060431231741,73.01579764448545,6.54212611342266,146.5,2023-06-28,Turbine,578.9768531754501,,,,,
18,4.327770623331637,70.80644852144361,7.364498275454723,146.02,2023-06-28,Turbine,631.9410664188857,,,,,
19,4.156701639407076,68.61794689986455,7.29500659260168,141.48,2023-06-28,Turbine,588.090147943313,,,,,
20,3.5497397461308453,66.67000453002412,6.493142289627826,133.72,2023-06-28,Turbine,474.6711988526166,,,,,
21,0.0,66.67000453002412,0.0,121.1,2023-06-28,Idle,0.0,,,,,
22,0.0,66.67000453002412,0.0,119.46,2023-06-28,Idle,0.0,,,,,
23,0.0,66.67000453002412,0.0,110.06,2023-06-28,Idle,0.0,,,,,
