hour,p_T,p_P,p_total,q,h,v_low,price,solution_time,mode,p_sim,q_sim,h_sim,v_low_sim,mode_sim,date,solution_time_seconds,opt_objective,sim_profit,si_penalty,vol_penalty,op_cost
0,6.430645378151261,0.0,6.430645378151261,11.991455955864254,77.0,310351.0483917608,81.4000015258789,301.5577669143677,Turbine,6.3481526,11.832603,74.01579284667969,310528.5,Turbine,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
1,2.9557868855412317,0.0,2.9557868855412317,4.95074029448413,75.82039743588555,328173.71345190366,75.54000091552734,301.5577669143677,Turbine,2.955787,4.8715324,72.76969909667969,353125.88,Turbine,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
2,3.123920900398368,0.0,3.123920900398368,5.310468167864087,74.48338702960623,347291.39885621425,75.72000122070312,301.5577669143677,Turbine,3.123921,5.2487717,71.39739227294922,370663.4,Turbine,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
3,3.066992868272418,0.0,3.066992868272418,5.253346904457317,73.15687043773083,366203.44771226065,79.81999969482422,301.5577669143677,Turbine,3.0669928,5.2309647,69.9921875,389559.0,Turbine,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
4,3.756159944990012,0.0,3.756159944990012,6.621566449573336,71.44274885830559,390041.0869307248,86.19999694824219,301.5577669143677,Turbine,3.75616,6.6339607,68.14022827148438,408390.47,Turbine,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
5,4.429650431869221,0.0,4.429650431869221,8.155677754626637,69.14393685175759,419401.52684738056,100.4000015258789,301.5577669143677,Turbine,4.4296503,8.261669,65.68278503417969,432272.72,Turbine,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
6,4.59814873225132,0.0,4.59814873225132,8.710848855394168,66.68864073309406,450760.58272679965,110.0,301.5577669143677,Turbine,4.598149,8.822296,62.78853988647461,462014.72,Turbine,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
7,4.122869366840819,0.0,4.122869366840819,7.780174738410011,64.12988486534954,478769.2117850757,94.98999786376953,301.5577669143677,Turbine,4.1228695,7.833412,59.8791618347168,493775.0,Turbine,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
8,2.405036013383766,0.0,2.405036013383766,4.448563775674135,62.666834349549916,494784.0413775026,67.66999816894531,301.5577669143677,Turbine,2.405036,4.4834404,58.021392822265625,521975.28,Turbine,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
9,0.0,0.0,0.0,0.0,62.66683434954991,494784.0413775026,47.209999084472656,301.5577669143677,Idle,0.0,0.0,58.021392822265625,538115.7,Idle,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
10,0.0,-4.950390552239195,-4.950390552239195,-9.55681623289455,65.80989481220897,460379.5029390822,32.5099983215332,301.5577669143677,Pump,-4.9503903,-9.392174,61.74618911743164,538115.7,Pump,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
11,0.0,-4.962235232095136,-4.962235232095136,-9.170538190817481,68.52038258563621,427365.5654521391,26.719999313354492,301.5577669143677,Pump,-4.9622355,-8.967583,64.80633544921875,504303.88,Pump,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
12,0.0,-4.973094736347254,-4.973094736347254,-8.816388640854793,71.0054268298736,395626.5663450619,6.800000190734863,301.5577669143677,Pump,-4.973095,-8.583244,67.42926025390625,472020.56,Pump,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
13,0.0,-4.982855042896936,-4.982855042896936,-8.498086065357839,73.23893519730609,365033.4565097736,29.520000457763672,301.5577669143677,Pump,-4.982855,-8.244194,69.76033020019531,441120.88,Pump,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
14,0.0,0.0,0.0,-2.8710349902717606e-07,73.23893526980227,365033.455476201,44.560001373291016,301.5577669143677,Idle,0.0,0.0,69.76033020019531,411441.78,Idle,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
15,0.0,0.0,0.0,0.0,73.23893526980225,365033.455476201,69.56999969482422,301.5577669143677,Idle,0.0,0.0,69.76033020019531,411441.78,Idle,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
16,3.843789833592392,0.0,3.843789833592392,6.78447395071111,71.48843668904554,389457.5616987612,93.86000061035156,301.5577669143677,Turbine,3.8437898,6.8089523,67.84626770019531,411441.78,Turbine,2024-10-05,301.5577669143677,2803.2582897774014,1783.824951171875,13.429832458496094,1003.2942504882812,1280.310546875
