hour,p_T,p_P,p_total,q,h,v_low,price,solution_time,mode,p_sim,q_sim,h_sim,v_low_sim,mode_sim,date,solution_time_seconds,opt_objective,sim_profit,si_penalty,vol_penalty,op_cost
0,6.430645378151261,0.0,6.430645378151261,11.991455955864254,77.0,310351.0483917608,71.19000244140625,301.57225155830383,Turbine,6.3481526,11.832603,74.01579284667969,310528.5,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
1,0.0,0.0,0.0,0.0,76.99999999999986,310351.0483917608,63.56999969482422,301.57225155830383,Idle,0.0,0.0,74.01579284667969,353125.88,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
2,0.0,0.0,0.0,3.126388037344441e-13,76.99999999999991,310351.04839176184,60.0,301.57225155830383,Idle,0.0,0.0,74.01579284667969,353125.88,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
3,0.0,0.0,0.0,2.842170943040401e-14,76.99999999999993,310351.04839176184,72.41999816894531,301.57225155830383,Idle,0.0,0.0,74.01579284667969,353125.88,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
4,2.9557868855412264,0.0,2.9557868855412264,4.950740294484476,75.82039743588544,328173.7134519059,82.30000305175781,301.57225155830383,Turbine,2.955787,4.8715324,72.76969909667969,353125.88,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
5,3.37430743037624,0.0,3.37430743037624,5.780687045953485,74.36465260088039,348984.18681733834,101.19999694824219,301.57225155830383,Turbine,3.3743074,5.702469,71.27711486816406,370663.4,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
6,3.9053992802812227,0.0,3.9053992802812227,6.852256233958855,72.6343972510165,373652.3092595902,107.19000244140625,301.57225155830383,Turbine,3.9053993,6.8509865,69.42265319824219,391192.28,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
7,2.855740196954186,0.0,2.855740196954186,4.953193146935064,71.32978949246176,391483.8045885565,87.19999694824219,301.57225155830383,Turbine,2.8557403,4.9593887,68.0257797241211,415855.84,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
8,0.0,0.0,0.0,0.0,71.32978949246174,391483.8045885563,68.3499984741211,301.57225155830383,Idle,0.0,0.0,68.0257797241211,433709.66,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
9,0.0,0.0,0.0,-2.353672812205332e-14,71.32978949246174,391483.8045885563,73.19999694824219,301.57225155830383,Idle,0.0,0.0,68.0257797241211,433709.66,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
10,0.0,0.0,0.0,5.968558980384842e-13,71.32978949246161,391483.80458855827,76.16999816894531,301.57225155830383,Idle,0.0,0.0,68.0257797241211,433709.66,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
11,0.0,0.0,0.0,5.968558980384842e-13,71.32978949246143,391483.80458856036,51.06999969482422,301.57225155830383,Idle,0.0,0.0,68.0257797241211,433709.66,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
12,0.0,0.0,0.0,0.0,71.32978949246143,391483.8045885606,46.02000045776367,301.57225155830383,Idle,0.0,0.0,68.0257797241211,433709.66,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
13,0.0,-4.984080748593145,-4.984080748593145,-8.458113419221391,73.51942064256941,361034.5962793635,44.36000061035156,301.57225155830383,Pump,-4.984081,-8.202446,70.31001281738281,433709.66,Pump,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
14,0.0,-5.045134665348448,-5.045134665348448,-8.227792932725883,75.59701118404226,331414.5417215504,33.81999969482422,301.57225155830383,Pump,-5.0451345,-7.999626,72.43009948730469,404180.84,Pump,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
15,0.0,0.0,0.0,0.0,75.59701118404224,331414.5417215504,57.130001068115234,301.57225155830383,Idle,0.0,0.0,72.43009948730469,375382.2,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
16,0.0,0.0,0.0,5.968558980384842e-13,75.59701118404209,331414.5417215525,65.7699966430664,301.57225155830383,Idle,0.0,0.0,72.43009948730469,375382.2,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
17,3.135930850382945,0.0,3.135930850382945,5.337159202079498,74.24933124517646,350628.3148490387,89.86000061035156,301.57225155830383,Turbine,3.1359308,5.284973,71.03947448730469,375382.2,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
18,3.770546883885425,0.0,3.770546883885425,6.600784258867236,72.58257479485556,374391.1381809608,108.1500015258789,301.57225155830383,Turbine,3.770547,6.5824966,69.2494888305664,394408.1,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
19,3.8050457002239475,0.0,3.8050457002239475,6.741847925591422,70.76778017881544,398661.79071309,110.0,301.57225155830383,Turbine,3.8050456,6.7784615,67.31642150878906,418105.1,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
20,2.8279622185726905,0.0,2.8279622185726905,4.9627421124383915,69.36894963441304,416527.6623178681,99.54000091552734,301.57225155830383,Turbine,2.8279622,5.0027313,65.81151580810547,442507.56,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
21,2.741559675363076,0.0,2.741559675363076,4.8576970350356135,67.99972777397632,434015.37164399633,89.30999755859375,301.57225155830383,Turbine,2.7415597,4.9065895,64.25160217285156,460517.4,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
22,0.0,0.0,0.0,1.0125233984581428e-13,67.99972777397961,434015.3716439967,83.5,301.57225155830383,Idle,0.0,0.0,64.25160217285156,478181.12,Idle,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
23,2.4399942478366285,0.0,2.4399942478366285,4.390174543334255,66.76228482261183,449820.0,80.0,301.57225155830383,Turbine,2.4399943,4.420418,,478181.12,Turbine,2024-04-24,301.57225155830383,2406.474837517646,2053.4140625,11.745328903198242,339.4486083984375,737.6561889648438
