hour,p_T,p_P,p_total,q,h,v_low,price,solution_time,mode,p_sim,q_sim,h_sim,v_low_sim,mode_sim,date,solution_time_seconds,opt_objective,sim_profit,si_penalty,vol_penalty,op_cost
0,3.022956542617046,0.0,3.022956542617046,4.945974145414026,77.0,310351.0483917608,22.6200008392334,301.4310870170593,Turbine,3.0229566,4.9052696,75.74917602539062,310528.5,Turbine,2024-08-09,301.4310870170593,2547.9064298968146,2464.889892578125,65.49488067626953,0.0,1857.9814453125
1,0.0,0.0,0.0,0.0,77.0,310351.0483917608,26.399999618530273,301.4310870170593,Idle,0.0,0.0,75.74917602539062,328187.47,Idle,2024-08-09,301.4310870170593,2547.9064298968146,2464.889892578125,65.49488067626953,0.0,1857.9814453125
2,0.0,0.0,0.0,0.0,77.0,310351.0483917608,30.979999542236328,301.4310870170593,Idle,0.0,0.0,75.74917602539062,328187.47,Idle,2024-08-09,301.4310870170593,2547.9064298968146,2464.889892578125,65.49488067626953,0.0,1857.9814453125
3,0.0,0.0,0.0,0.0,77.0,310351.0483917608,25.34000015258789,301.4310870170593,Idle,0.0,0.0,75.74917602539062,328187.47,Idle,2024-08-09,301.4310870170593,2547.9064298968146,2464.889892578125,65.49488067626953,0.0,1857.9814453125
4,3.26270653806447,0.0,3.26270653806447,5.47704032687453,75.69143182951139,330068.39356850914,48.040000915527344,301.4310870170593,Turbine,3.2627065,5.4098473,74.399169921875,328187.47,Turbine,2024-08-09,301.4310870170593,2547.9064298968146,2464.889892578125,65.49488067626953,0.0,1857.9814453125
5,3.4673108717441714,0.0,3.4673108717441714,5.963131315095424,74.18568839149583,351535.6663028527,51.0,301.4310870170593,Turbine,3.467311,5.8852234,72.89971923828125,347662.9,Turbine,2024-08-09,301.4310870170593,2547.9064298968146,2464.889892578125,65.49488067626953,0.0,1857.9814453125
6,3.0485640803311376,0.0,3.0485640803311376,5.230941852663356,72.86482927351028,370367.0569724408,45.88999938964844,301.4310870170593,Turbine,3.0485642,5.215618,71.53936767578125,368849.72,Turbine,2024-08-09,301.4310870170593,2547.9064298968146,2464.889892578125,65.49488067626953,0.0,1857.9814453125
7,2.718546342014676,0.0,2.718546342014676,4.715222485098444,71.65408833682368,387341.8579187952,29.170000076293945,301.4310870170593,Turbine,2.7185464,4.703663,70.28155517578125,387625.94,Turbine,2024-08-09,301.4310870170593,2547.9064298968146,2464.889892578125,65.49488067626953,0.0,1857.9814453125
8,0.0,0.0,0.0,0.0,71.65408833682366,387341.8579187953,6.980000019073486,301.4310870170593,Idle,0.0,0.0,70.28155517578125,404559.12,Idle,2024-08-09,301.4310870170593,2547.9064298968146,2464.889892578125,65.49488067626953,0.0,1857.9814453125
9,0.0,-4.86187578020415,-4.86187578020415,-8.103985564439533,73.7205219457126,358167.5098868131,0.10000000149011612,301.4310870170593,Pump,-4.861876,-7.9460983,72.38887023925781,404559.12,Pump,2024-08-09,301.4310870170593,2547.9064298968146,2464.889892578125,65.49488067626953,0.0,1857.9814453125
