hour,p_T,p_P,p_total,q,h,v_low,price,solution_time,mode,p_sim,q_sim,h_sim,v_low_sim,mode_sim,date,solution_time_seconds,opt_objective,sim_profit,si_penalty,vol_penalty,op_cost
0,6.430645378151261,0.0,6.430645378151261,11.991455955864254,77.0,310351.0483917608,68.69999694824219,301.4362738132477,Turbine,6.3481526,11.832603,74.01579284667969,310528.5,Turbine,2024-01-30,301.4362738132477,2089.054280528676,1546.25048828125,11.334513664245605,529.8080444335938,391.2669677734375
1,0.0,0.0,0.0,0.0,77.0,310351.0483917608,69.37000274658203,301.4362738132477,Idle,0.0,0.0,74.01579284667969,353125.88,Idle,2024-01-30,301.4362738132477,2089.054280528676,1546.25048828125,11.334513664245605,529.8080444335938,391.2669677734375
2,0.0,0.0,0.0,0.0,77.0,310351.0483917607,66.05999755859375,301.4362738132477,Idle,0.0,0.0,74.01579284667969,353125.88,Idle,2024-01-30,301.4362738132477,2089.054280528676,1546.25048828125,11.334513664245605,529.8080444335938,391.2669677734375
3,0.0,0.0,0.0,0.0,77.0,310351.0483917607,65.29000091552734,301.4362738132477,Idle,0.0,0.0,74.01579284667969,353125.88,Idle,2024-01-30,301.4362738132477,2089.054280528676,1546.25048828125,11.334513664245605,529.8080444335938,391.2669677734375
4,0.0,0.0,0.0,0.0,77.0,310351.0483917607,69.37000274658203,301.4362738132477,Idle,0.0,0.0,74.01579284667969,353125.88,Idle,2024-01-30,301.4362738132477,2089.054280528676,1546.25048828125,11.334513664245605,529.8080444335938,391.2669677734375
5,0.0,0.0,0.0,0.0,77.0,310351.0483917607,78.69999694824219,301.4362738132477,Idle,0.0,0.0,74.01579284667969,353125.88,Idle,2024-01-30,301.4362738132477,2089.054280528676,1546.25048828125,11.334513664245605,529.8080444335938,391.2669677734375
6,2.9557875321801297,0.0,2.9557875321801297,4.950740294483744,75.82039743588581,328173.71345190215,90.81999969482422,301.4362738132477,Turbine,2.9557874,4.8715477,72.76969909667969,353125.88,Turbine,2024-01-30,301.4362738132477,2089.054280528676,1546.25048828125,11.334513664245605,529.8080444335938,391.2669677734375
7,3.0840474670825113,0.0,3.0840474670825113,5.243508819132977,74.50029485783276,347050.3452007809,95.94000244140625,301.4362738132477,Turbine,3.0840476,5.177986,71.41612243652344,370663.44,Turbine,2024-01-30,301.4362738132477,2089.054280528676,1546.25048828125,11.334513664245605,529.8080444335938,391.2669677734375
8,2.8112632364342676,0.0,2.8112632364342676,4.823415660908715,73.28233971036626,364414.6415800522,84.93000030517578,301.4362738132477,Turbine,2.8112633,4.777939,70.13484191894531,389304.2,Turbine,2024-01-30,301.4362738132477,2089.054280528676,1546.25048828125,11.334513664245605,529.8080444335938,391.2669677734375
9,0.0,0.0,0.0,0.0,73.28233971036656,364414.6415800544,77.1500015258789,301.4362738132477,Idle,0.0,0.0,70.13484191894531,406504.78,Idle,2024-01-30,301.4362738132477,2089.054280528676,1546.25048828125,11.334513664245605,529.8080444335938,391.2669677734375
